ticker,date,,,,,,,test_qlike
,27/06/2005,,,,,,,0.075270988
,28/06/2005,,,,,,,0.075270988
,29/06/2005,,,,,,,0.075270988
,30/06/2005,,,,,,,0.075270988
,01/07/2005,,,,,,,0.075270988
,05/07/2005,,,,,,,0.075270988
,06/07/2005,,,,,,,0.075270988
,07/07/2005,,,,,,,0.075270988
,08/07/2005,,,,,,,0.075270988
,11/07/2005,,,,,,,0.075270988
,12/07/2005,,,,,,,0.075270988
,13/07/2005,,,,,,,0.075270988
,14/07/2005,,,,,,,0.075270988
,15/07/2005,,,,,,,0.075270988
,18/07/2005,,,,,,,0.075270988
,19/07/2005,,,,,,,0.075270988
,20/07/2005,,,,,,,0.075270988
,21/07/2005,,,,,,,0.075270988
,22/07/2005,,,,,,,0.075270988
,25/07/2005,,,,,,,0.075270988
,26/07/2005,,,,,,,0.075270988
,27/07/2005,,,,,,,0.075270988
,28/07/2005,,,,,,,0.075270988
,29/07/2005,,,,,,,0.075270988
,01/08/2005,,,,,,,0.075270988
,02/08/2005,,,,,,,0.075270988
,03/08/2005,,,,,,,0.075270988
,04/08/2005,,,,,,,0.075270988
,05/08/2005,,,,,,,0.075270988
,08/08/2005,,,,,,,0.075270988
,09/08/2005,,,,,,,0.075270988
,10/08/2005,,,,,,,0.075270988
,11/08/2005,,,,,,,0.075270988
,12/08/2005,,,,,,,0.075270988
,15/08/2005,,,,,,,0.075270988
,16/08/2005,,,,,,,0.075270988
,17/08/2005,,,,,,,0.075270988
,18/08/2005,,,,,,,0.075270988
,19/08/2005,,,,,,,0.075270988
,22/08/2005,,,,,,,0.075270988
,23/08/2005,,,,,,,0.075270988
,24/08/2005,,,,,,,0.075270988
,25/08/2005,,,,,,,0.075270988
,26/08/2005,,,,,,,0.075270988
,29/08/2005,,,,,,,0.075270988
,30/08/2005,,,,,,,0.075270988
,31/08/2005,,,,,,,0.075270988
,01/09/2005,,,,,,,0.075270988
,02/09/2005,,,,,,,0.075270988
,06/09/2005,,,,,,,0.075270988
,07/09/2005,,,,,,,0.075270988
,08/09/2005,,,,,,,0.075270988
,09/09/2005,,,,,,,0.075270988
,12/09/2005,,,,,,,0.075270988
,13/09/2005,,,,,,,0.075270988
,14/09/2005,,,,,,,0.075270988
,15/09/2005,,,,,,,0.075270988
,16/09/2005,,,,,,,0.075270988
,19/09/2005,,,,,,,0.075270988
,20/09/2005,,,,,,,0.075270988
,21/09/2005,,,,,,,0.075270988
,22/09/2005,,,,,,,0.075270988
,23/09/2005,,,,,,,0.075270988
,26/09/2005,,,,,,,0.075270988
,27/09/2005,,,,,,,0.075270988
,28/09/2005,,,,,,,0.075270988
,29/09/2005,,,,,,,0.075270988
,30/09/2005,,,,,,,0.075270988
,03/10/2005,,,,,,,0.075270988
,04/10/2005,,,,,,,0.075270988
,05/10/2005,,,,,,,0.075270988
,06/10/2005,,,,,,,0.075270988
,07/10/2005,,,,,,,0.075270988
,10/10/2005,,,,,,,0.075270988
,11/10/2005,,,,,,,0.075270988
,12/10/2005,,,,,,,0.075270988
,13/10/2005,,,,,,,0.075270988
,14/10/2005,,,,,,,0.075270988
,17/10/2005,,,,,,,0.075270988
,18/10/2005,,,,,,,0.075270988
,19/10/2005,,,,,,,0.075270988
,20/10/2005,,,,,,,0.075270988
,21/10/2005,,,,,,,0.075270988
,24/10/2005,,,,,,,0.075270988
,25/10/2005,,,,,,,0.075270988
,26/10/2005,,,,,,,0.075270988
,27/10/2005,,,,,,,0.075270988
,28/10/2005,,,,,,,0.075270988
,31/10/2005,,,,,,,0.075270988
,01/11/2005,,,,,,,0.075270988
,02/11/2005,,,,,,,0.075270988
,03/11/2005,,,,,,,0.075270988
,04/11/2005,,,,,,,0.075270988
,07/11/2005,,,,,,,0.075270988
,08/11/2005,,,,,,,0.075270988
,09/11/2005,,,,,,,0.075270988
,10/11/2005,,,,,,,0.075270988
,11/11/2005,,,,,,,0.075270988
,14/11/2005,,,,,,,0.075270988
,15/11/2005,,,,,,,0.075270988
,16/11/2005,,,,,,,0.075270988
,17/11/2005,,,,,,,0.075270988
,18/11/2005,,,,,,,0.075270988
,21/11/2005,,,,,,,0.075270988
,22/11/2005,,,,,,,0.075270988
,23/11/2005,,,,,,,0.075270988
,25/11/2005,,,,,,,0.075270988
,28/11/2005,,,,,,,0.075270988
,29/11/2005,,,,,,,0.075270988
,30/11/2005,,,,,,,0.075270988
,01/12/2005,,,,,,,0.075270988
,02/12/2005,,,,,,,0.075270988
,05/12/2005,,,,,,,0.075270988
,06/12/2005,,,,,,,0.075270988
,07/12/2005,,,,,,,0.075270988
,08/12/2005,,,,,,,0.075270988
,09/12/2005,,,,,,,0.075270988
,12/12/2005,,,,,,,0.075270988
,13/12/2005,,,,,,,0.075270988
,14/12/2005,,,,,,,0.075270988
,15/12/2005,,,,,,,0.075270988
,16/12/2005,,,,,,,0.075270988
,19/12/2005,,,,,,,0.075270988
,20/12/2005,,,,,,,0.075270988
,21/12/2005,,,,,,,0.075270988
,22/12/2005,,,,,,,0.075270988
,23/12/2005,,,,,,,0.075270988
,27/12/2005,,,,,,,0.075270988
,28/12/2005,,,,,,,0.075270988
,29/12/2005,,,,,,,0.075270988
,30/12/2005,,,,,,,0.075270988
,03/01/2006,,,,,,,0.075270988
,04/01/2006,,,,,,,0.075270988
,05/01/2006,,,,,,,0.075270988
,06/01/2006,,,,,,,0.075270988
,09/01/2006,,,,,,,0.075270988
,10/01/2006,,,,,,,0.075270988
,11/01/2006,,,,,,,0.075270988
,12/01/2006,,,,,,,0.075270988
,13/01/2006,,,,,,,0.075270988
,17/01/2006,,,,,,,0.075270988
,18/01/2006,,,,,,,0.075270988
,19/01/2006,,,,,,,0.075270988
,20/01/2006,,,,,,,0.075270988
,23/01/2006,,,,,,,0.075270988
,24/01/2006,,,,,,,0.075270988
,25/01/2006,,,,,,,0.075270988
,26/01/2006,,,,,,,0.075270988
,27/01/2006,,,,,,,0.075270988
,27/01/2006,,,,,,,0.064757135
,30/01/2006,,,,,,,0.064757135
,31/01/2006,,,,,,,0.064757135
,01/02/2006,,,,,,,0.064757135
,02/02/2006,,,,,,,0.064757135
,03/02/2006,,,,,,,0.064757135
,06/02/2006,,,,,,,0.064757135
,07/02/2006,,,,,,,0.064757135
,08/02/2006,,,,,,,0.064757135
,09/02/2006,,,,,,,0.064757135
,10/02/2006,,,,,,,0.064757135
,10/02/2006,,,,,,,0.059812437
,13/02/2006,,,,,,,0.059812437
,14/02/2006,,,,,,,0.059812437
,15/02/2006,,,,,,,0.059812437
,16/02/2006,,,,,,,0.059812437
,17/02/2006,,,,,,,0.059812437
,21/02/2006,,,,,,,0.059812437
,22/02/2006,,,,,,,0.059812437
,23/02/2006,,,,,,,0.059812437
,24/02/2006,,,,,,,0.059812437
,27/02/2006,,,,,,,0.059812437
,28/02/2006,,,,,,,0.059812437
,01/03/2006,,,,,,,0.059812437
,02/03/2006,,,,,,,0.059812437
,03/03/2006,,,,,,,0.059812437
,06/03/2006,,,,,,,0.059812437
,07/03/2006,,,,,,,0.059812437
,08/03/2006,,,,,,,0.059812437
,09/03/2006,,,,,,,0.059812437
,10/03/2006,,,,,,,0.059812437
,13/03/2006,,,,,,,0.059812437
,14/03/2006,,,,,,,0.059812437
,15/03/2006,,,,,,,0.059812437
,16/03/2006,,,,,,,0.059812437
,17/03/2006,,,,,,,0.059812437
,20/03/2006,,,,,,,0.059812437
,21/03/2006,,,,,,,0.059812437
,22/03/2006,,,,,,,0.059812437
,23/03/2006,,,,,,,0.059812437
,24/03/2006,,,,,,,0.059812437
,27/03/2006,,,,,,,0.059812437
,28/03/2006,,,,,,,0.059812437
,29/03/2006,,,,,,,0.059812437
,30/03/2006,,,,,,,0.059812437
,31/03/2006,,,,,,,0.059812437
,03/04/2006,,,,,,,0.059812437
,04/04/2006,,,,,,,0.059812437
,05/04/2006,,,,,,,0.059812437
,06/04/2006,,,,,,,0.059812437
,07/04/2006,,,,,,,0.059812437
,10/04/2006,,,,,,,0.059812437
,11/04/2006,,,,,,,0.059812437
,12/04/2006,,,,,,,0.059812437
,13/04/2006,,,,,,,0.059812437
,13/04/2006,,,,,,,0.057704723
,17/04/2006,,,,,,,0.057704723
,18/04/2006,,,,,,,0.057704723
,19/04/2006,,,,,,,0.057704723
,20/04/2006,,,,,,,0.057704723
,21/04/2006,,,,,,,0.057704723
,24/04/2006,,,,,,,0.057704723
,25/04/2006,,,,,,,0.057704723
,26/04/2006,,,,,,,0.057704723
,27/04/2006,,,,,,,0.057704723
,28/04/2006,,,,,,,0.057704723
,01/05/2006,,,,,,,0.057704723
,02/05/2006,,,,,,,0.057704723
,03/05/2006,,,,,,,0.057704723
,04/05/2006,,,,,,,0.057704723
,05/05/2006,,,,,,,0.057704723
,08/05/2006,,,,,,,0.057704723
,09/05/2006,,,,,,,0.057704723
,10/05/2006,,,,,,,0.057704723
,11/05/2006,,,,,,,0.057704723
,12/05/2006,,,,,,,0.057704723
,15/05/2006,,,,,,,0.057704723
,16/05/2006,,,,,,,0.057704723
,17/05/2006,,,,,,,0.057704723
,18/05/2006,,,,,,,0.057704723
,19/05/2006,,,,,,,0.057704723
,22/05/2006,,,,,,,0.057704723
,23/05/2006,,,,,,,0.057704723
,24/05/2006,,,,,,,0.057704723
,25/05/2006,,,,,,,0.057704723
,26/05/2006,,,,,,,0.057704723
,30/05/2006,,,,,,,0.057704723
,31/05/2006,,,,,,,0.057704723
,01/06/2006,,,,,,,0.057704723
,02/06/2006,,,,,,,0.057704723
,05/06/2006,,,,,,,0.057704723
,06/06/2006,,,,,,,0.057704723
,07/06/2006,,,,,,,0.057704723
,08/06/2006,,,,,,,0.057704723
,09/06/2006,,,,,,,0.057704723
,12/06/2006,,,,,,,0.057704723
,13/06/2006,,,,,,,0.057704723
,14/06/2006,,,,,,,0.057704723
,15/06/2006,,,,,,,0.057704723
,16/06/2006,,,,,,,0.057704723
,19/06/2006,,,,,,,0.057704723
,20/06/2006,,,,,,,0.057704723
,21/06/2006,,,,,,,0.057704723
,22/06/2006,,,,,,,0.057704723
,23/06/2006,,,,,,,0.057704723
,26/06/2006,,,,,,,0.057704723
,27/06/2006,,,,,,,0.057704723
,28/06/2006,,,,,,,0.057704723
,29/06/2006,,,,,,,0.057704723
,30/06/2006,,,,,,,0.057704723
,03/07/2006,,,,,,,0.057704723
,05/07/2006,,,,,,,0.057704723
,06/07/2006,,,,,,,0.057704723
,07/07/2006,,,,,,,0.057704723
,10/07/2006,,,,,,,0.057704723
,11/07/2006,,,,,,,0.057704723
,12/07/2006,,,,,,,0.057704723
,13/07/2006,,,,,,,0.057704723
,14/07/2006,,,,,,,0.057704723
,17/07/2006,,,,,,,0.057704723
,18/07/2006,,,,,,,0.057704723
,19/07/2006,,,,,,,0.057704723
,20/07/2006,,,,,,,0.057704723
,21/07/2006,,,,,,,0.057704723
,24/07/2006,,,,,,,0.057704723
,25/07/2006,,,,,,,0.057704723
,26/07/2006,,,,,,,0.057704723
,27/07/2006,,,,,,,0.057704723
,28/07/2006,,,,,,,0.057704723
,31/07/2006,,,,,,,0.057704723
,01/08/2006,,,,,,,0.057704723
,02/08/2006,,,,,,,0.057704723
,03/08/2006,,,,,,,0.057704723
,04/08/2006,,,,,,,0.057704723
,07/08/2006,,,,,,,0.057704723
,08/08/2006,,,,,,,0.057704723
,09/08/2006,,,,,,,0.057704723
,10/08/2006,,,,,,,0.057704723
,11/08/2006,,,,,,,0.057704723
,14/08/2006,,,,,,,0.057704723
,15/08/2006,,,,,,,0.057704723
,16/08/2006,,,,,,,0.057704723
,17/08/2006,,,,,,,0.057704723
,18/08/2006,,,,,,,0.057704723
,21/08/2006,,,,,,,0.057704723
,22/08/2006,,,,,,,0.057704723
,23/08/2006,,,,,,,0.057704723
,24/08/2006,,,,,,,0.057704723
,25/08/2006,,,,,,,0.057704723
,28/08/2006,,,,,,,0.057704723
,29/08/2006,,,,,,,0.057704723
,30/08/2006,,,,,,,0.057704723
,31/08/2006,,,,,,,0.057704723
,01/09/2006,,,,,,,0.057704723
,05/09/2006,,,,,,,0.057704723
,06/09/2006,,,,,,,0.057704723
,07/09/2006,,,,,,,0.057704723
,08/09/2006,,,,,,,0.057704723
,11/09/2006,,,,,,,0.057704723
,12/09/2006,,,,,,,0.057704723
,13/09/2006,,,,,,,0.057704723
,14/09/2006,,,,,,,0.057704723
,15/09/2006,,,,,,,0.057704723
,18/09/2006,,,,,,,0.057704723
,19/09/2006,,,,,,,0.057704723
,20/09/2006,,,,,,,0.057704723
,21/09/2006,,,,,,,0.057704723
,22/09/2006,,,,,,,0.057704723
,25/09/2006,,,,,,,0.057704723
,26/09/2006,,,,,,,0.057704723
,27/09/2006,,,,,,,0.057704723
,28/09/2006,,,,,,,0.057704723
,29/09/2006,,,,,,,0.057704723
,02/10/2006,,,,,,,0.057704723
,03/10/2006,,,,,,,0.057704723
,04/10/2006,,,,,,,0.057704723
,05/10/2006,,,,,,,0.057704723
,06/10/2006,,,,,,,0.057704723
,09/10/2006,,,,,,,0.057704723
,10/10/2006,,,,,,,0.057704723
,11/10/2006,,,,,,,0.057704723
,12/10/2006,,,,,,,0.057704723
,13/10/2006,,,,,,,0.057704723
,16/10/2006,,,,,,,0.057704723
,17/10/2006,,,,,,,0.057704723
,18/10/2006,,,,,,,0.057704723
,19/10/2006,,,,,,,0.057704723
,20/10/2006,,,,,,,0.057704723
,23/10/2006,,,,,,,0.057704723
,24/10/2006,,,,,,,0.057704723
,25/10/2006,,,,,,,0.057704723
,26/10/2006,,,,,,,0.057704723
,27/10/2006,,,,,,,0.057704723
,30/10/2006,,,,,,,0.057704723
,31/10/2006,,,,,,,0.057704723
,01/11/2006,,,,,,,0.057704723
,02/11/2006,,,,,,,0.057704723
,03/11/2006,,,,,,,0.057704723
,06/11/2006,,,,,,,0.057704723
,07/11/2006,,,,,,,0.057704723
,08/11/2006,,,,,,,0.057704723
,09/11/2006,,,,,,,0.057704723
,10/11/2006,,,,,,,0.057704723
,13/11/2006,,,,,,,0.057704723
,14/11/2006,,,,,,,0.057704723
,15/11/2006,,,,,,,0.057704723
,16/11/2006,,,,,,,0.057704723
,17/11/2006,,,,,,,0.057704723
,20/11/2006,,,,,,,0.057704723
,21/11/2006,,,,,,,0.057704723
,22/11/2006,,,,,,,0.057704723
,24/11/2006,,,,,,,0.057704723
,27/11/2006,,,,,,,0.057704723
,28/11/2006,,,,,,,0.057704723
,29/11/2006,,,,,,,0.057704723
,30/11/2006,,,,,,,0.057704723
,01/12/2006,,,,,,,0.057704723
,04/12/2006,,,,,,,0.057704723
,05/12/2006,,,,,,,0.057704723
,06/12/2006,,,,,,,0.057704723
,07/12/2006,,,,,,,0.057704723
,08/12/2006,,,,,,,0.057704723
,11/12/2006,,,,,,,0.057704723
,12/12/2006,,,,,,,0.057704723
,13/12/2006,,,,,,,0.057704723
,14/12/2006,,,,,,,0.057704723
,15/12/2006,,,,,,,0.057704723
,18/12/2006,,,,,,,0.057704723
,19/12/2006,,,,,,,0.057704723
,20/12/2006,,,,,,,0.057704723
,21/12/2006,,,,,,,0.057704723
,22/12/2006,,,,,,,0.057704723
,26/12/2006,,,,,,,0.057704723
,27/12/2006,,,,,,,0.057704723
,28/12/2006,,,,,,,0.057704723
,29/12/2006,,,,,,,0.057704723
,03/01/2007,,,,,,,0.057704723
,04/01/2007,,,,,,,0.057704723
,05/01/2007,,,,,,,0.057704723
,08/01/2007,,,,,,,0.057704723
,09/01/2007,,,,,,,0.057704723
,10/01/2007,,,,,,,0.057704723
,11/01/2007,,,,,,,0.057704723
,12/01/2007,,,,,,,0.057704723
,16/01/2007,,,,,,,0.057704723
,17/01/2007,,,,,,,0.057704723
,18/01/2007,,,,,,,0.057704723
,19/01/2007,,,,,,,0.057704723
,22/01/2007,,,,,,,0.057704723
,23/01/2007,,,,,,,0.057704723
,24/01/2007,,,,,,,0.057704723
,25/01/2007,,,,,,,0.057704723
,26/01/2007,,,,,,,0.057704723
,29/01/2007,,,,,,,0.072825633
,30/01/2007,,,,,,,0.072825633
,31/01/2007,,,,,,,0.072825633
,01/02/2007,,,,,,,0.072825633
,02/02/2007,,,,,,,0.072825633
,05/02/2007,,,,,,,0.072825633
,06/02/2007,,,,,,,0.072825633
,07/02/2007,,,,,,,0.072825633
,08/02/2007,,,,,,,0.072825633
,09/02/2007,,,,,,,0.072825633
,12/02/2007,,,,,,,0.098574684
,13/02/2007,,,,,,,0.098574684
,14/02/2007,,,,,,,0.098574684
,15/02/2007,,,,,,,0.098574684
,16/02/2007,,,,,,,0.098574684
,20/02/2007,,,,,,,0.098574684
,21/02/2007,,,,,,,0.098574684
,22/02/2007,,,,,,,0.098574684
,23/02/2007,,,,,,,0.098574684
,26/02/2007,,,,,,,0.098574684
,27/02/2007,,,,,,,0.098574684
,28/02/2007,,,,,,,0.098574684
,01/03/2007,,,,,,,0.098574684
,02/03/2007,,,,,,,0.098574684
,05/03/2007,,,,,,,0.098574684
,06/03/2007,,,,,,,0.098574684
,07/03/2007,,,,,,,0.098574684
,08/03/2007,,,,,,,0.098574684
,09/03/2007,,,,,,,0.098574684
,12/03/2007,,,,,,,0.098574684
,13/03/2007,,,,,,,0.098574684
,14/03/2007,,,,,,,0.098574684
,15/03/2007,,,,,,,0.098574684
,16/03/2007,,,,,,,0.098574684
,19/03/2007,,,,,,,0.098574684
,20/03/2007,,,,,,,0.098574684
,21/03/2007,,,,,,,0.098574684
,22/03/2007,,,,,,,0.098574684
,23/03/2007,,,,,,,0.098574684
,26/03/2007,,,,,,,0.098574684
,27/03/2007,,,,,,,0.098574684
,28/03/2007,,,,,,,0.098574684
,29/03/2007,,,,,,,0.098574684
,30/03/2007,,,,,,,0.098574684
,02/04/2007,,,,,,,0.098574684
,03/04/2007,,,,,,,0.098574684
,04/04/2007,,,,,,,0.098574684
,05/04/2007,,,,,,,0.098574684
,09/04/2007,,,,,,,0.098574684
,10/04/2007,,,,,,,0.098574684
,11/04/2007,,,,,,,0.098574684
,12/04/2007,,,,,,,0.098574684
,13/04/2007,,,,,,,0.098574684
,13/04/2007,,,,,,,0.150719482
,16/04/2007,,,,,,,0.150719482
,17/04/2007,,,,,,,0.150719482
,18/04/2007,,,,,,,0.150719482
,19/04/2007,,,,,,,0.150719482
,20/04/2007,,,,,,,0.150719482
,23/04/2007,,,,,,,0.150719482
,24/04/2007,,,,,,,0.150719482
,25/04/2007,,,,,,,0.150719482
,26/04/2007,,,,,,,0.150719482
,27/04/2007,,,,,,,0.150719482
,30/04/2007,,,,,,,0.150719482
,01/05/2007,,,,,,,0.150719482
,02/05/2007,,,,,,,0.150719482
,03/05/2007,,,,,,,0.150719482
,04/05/2007,,,,,,,0.150719482
,07/05/2007,,,,,,,0.150719482
,08/05/2007,,,,,,,0.150719482
,09/05/2007,,,,,,,0.150719482
,10/05/2007,,,,,,,0.150719482
,11/05/2007,,,,,,,0.150719482
,14/05/2007,,,,,,,0.150719482
,15/05/2007,,,,,,,0.150719482
,16/05/2007,,,,,,,0.150719482
,17/05/2007,,,,,,,0.150719482
,18/05/2007,,,,,,,0.150719482
,21/05/2007,,,,,,,0.150719482
,22/05/2007,,,,,,,0.150719482
,23/05/2007,,,,,,,0.150719482
,24/05/2007,,,,,,,0.150719482
,25/05/2007,,,,,,,0.150719482
,29/05/2007,,,,,,,0.150719482
,30/05/2007,,,,,,,0.150719482
,31/05/2007,,,,,,,0.150719482
,01/06/2007,,,,,,,0.150719482
,04/06/2007,,,,,,,0.150719482
,05/06/2007,,,,,,,0.150719482
,06/06/2007,,,,,,,0.150719482
,07/06/2007,,,,,,,0.150719482
,08/06/2007,,,,,,,0.150719482
,11/06/2007,,,,,,,0.150719482
,12/06/2007,,,,,,,0.150719482
,13/06/2007,,,,,,,0.150719482
,14/06/2007,,,,,,,0.150719482
,15/06/2007,,,,,,,0.150719482
,18/06/2007,,,,,,,0.150719482
,19/06/2007,,,,,,,0.150719482
,20/06/2007,,,,,,,0.150719482
,21/06/2007,,,,,,,0.150719482
,22/06/2007,,,,,,,0.150719482
,25/06/2007,,,,,,,0.150719482
,26/06/2007,,,,,,,0.150719482
,27/06/2007,,,,,,,0.150719482
,28/06/2007,,,,,,,0.150719482
,29/06/2007,,,,,,,0.150719482
,02/07/2007,,,,,,,0.150719482
,03/07/2007,,,,,,,0.150719482
,05/07/2007,,,,,,,0.150719482
,06/07/2007,,,,,,,0.150719482
,09/07/2007,,,,,,,0.150719482
,10/07/2007,,,,,,,0.150719482
,11/07/2007,,,,,,,0.150719482
,12/07/2007,,,,,,,0.150719482
,13/07/2007,,,,,,,0.150719482
,16/07/2007,,,,,,,0.150719482
,17/07/2007,,,,,,,0.150719482
,18/07/2007,,,,,,,0.150719482
,19/07/2007,,,,,,,0.150719482
,20/07/2007,,,,,,,0.150719482
,23/07/2007,,,,,,,0.150719482
,24/07/2007,,,,,,,0.150719482
,25/07/2007,,,,,,,0.150719482
,26/07/2007,,,,,,,0.150719482
,27/07/2007,,,,,,,0.150719482
,30/07/2007,,,,,,,0.150719482
,31/07/2007,,,,,,,0.150719482
,01/08/2007,,,,,,,0.150719482
,02/08/2007,,,,,,,0.150719482
,03/08/2007,,,,,,,0.150719482
,06/08/2007,,,,,,,0.150719482
,07/08/2007,,,,,,,0.150719482
,08/08/2007,,,,,,,0.150719482
,09/08/2007,,,,,,,0.150719482
,10/08/2007,,,,,,,0.150719482
,13/08/2007,,,,,,,0.150719482
,14/08/2007,,,,,,,0.150719482
,15/08/2007,,,,,,,0.150719482
,16/08/2007,,,,,,,0.150719482
,17/08/2007,,,,,,,0.150719482
,20/08/2007,,,,,,,0.150719482
,21/08/2007,,,,,,,0.150719482
,22/08/2007,,,,,,,0.150719482
,23/08/2007,,,,,,,0.150719482
,24/08/2007,,,,,,,0.150719482
,27/08/2007,,,,,,,0.150719482
,28/08/2007,,,,,,,0.150719482
,29/08/2007,,,,,,,0.150719482
,30/08/2007,,,,,,,0.150719482
,31/08/2007,,,,,,,0.150719482
,04/09/2007,,,,,,,0.150719482
,05/09/2007,,,,,,,0.150719482
,06/09/2007,,,,,,,0.150719482
,07/09/2007,,,,,,,0.150719482
,10/09/2007,,,,,,,0.150719482
,11/09/2007,,,,,,,0.150719482
,12/09/2007,,,,,,,0.150719482
,13/09/2007,,,,,,,0.150719482
,14/09/2007,,,,,,,0.150719482
,17/09/2007,,,,,,,0.150719482
,18/09/2007,,,,,,,0.150719482
,19/09/2007,,,,,,,0.150719482
,20/09/2007,,,,,,,0.150719482
,21/09/2007,,,,,,,0.150719482
,24/09/2007,,,,,,,0.150719482
,25/09/2007,,,,,,,0.150719482
,26/09/2007,,,,,,,0.150719482
,27/09/2007,,,,,,,0.150719482
,28/09/2007,,,,,,,0.150719482
,01/10/2007,,,,,,,0.150719482
,02/10/2007,,,,,,,0.150719482
,03/10/2007,,,,,,,0.150719482
,04/10/2007,,,,,,,0.150719482
,05/10/2007,,,,,,,0.150719482
,08/10/2007,,,,,,,0.150719482
,09/10/2007,,,,,,,0.150719482
,10/10/2007,,,,,,,0.150719482
,11/10/2007,,,,,,,0.150719482
,12/10/2007,,,,,,,0.150719482
,15/10/2007,,,,,,,0.150719482
,16/10/2007,,,,,,,0.150719482
,17/10/2007,,,,,,,0.150719482
,18/10/2007,,,,,,,0.150719482
,19/10/2007,,,,,,,0.150719482
,22/10/2007,,,,,,,0.150719482
,23/10/2007,,,,,,,0.150719482
,24/10/2007,,,,,,,0.150719482
,25/10/2007,,,,,,,0.150719482
,26/10/2007,,,,,,,0.150719482
,29/10/2007,,,,,,,0.150719482
,30/10/2007,,,,,,,0.150719482
,31/10/2007,,,,,,,0.150719482
,01/11/2007,,,,,,,0.150719482
,02/11/2007,,,,,,,0.150719482
,05/11/2007,,,,,,,0.150719482
,06/11/2007,,,,,,,0.150719482
,07/11/2007,,,,,,,0.150719482
,08/11/2007,,,,,,,0.150719482
,09/11/2007,,,,,,,0.150719482
,12/11/2007,,,,,,,0.150719482
,13/11/2007,,,,,,,0.150719482
,14/11/2007,,,,,,,0.150719482
,15/11/2007,,,,,,,0.150719482
,16/11/2007,,,,,,,0.150719482
,19/11/2007,,,,,,,0.150719482
,20/11/2007,,,,,,,0.150719482
,21/11/2007,,,,,,,0.150719482
,23/11/2007,,,,,,,0.150719482
,26/11/2007,,,,,,,0.150719482
,27/11/2007,,,,,,,0.150719482
,28/11/2007,,,,,,,0.150719482
,29/11/2007,,,,,,,0.150719482
,30/11/2007,,,,,,,0.150719482
,03/12/2007,,,,,,,0.150719482
,04/12/2007,,,,,,,0.150719482
,05/12/2007,,,,,,,0.150719482
,06/12/2007,,,,,,,0.150719482
,07/12/2007,,,,,,,0.150719482
,10/12/2007,,,,,,,0.150719482
,11/12/2007,,,,,,,0.150719482
,12/12/2007,,,,,,,0.150719482
,13/12/2007,,,,,,,0.150719482
,14/12/2007,,,,,,,0.150719482
,17/12/2007,,,,,,,0.150719482
,18/12/2007,,,,,,,0.150719482
,19/12/2007,,,,,,,0.150719482
,20/12/2007,,,,,,,0.150719482
,21/12/2007,,,,,,,0.150719482
,24/12/2007,,,,,,,0.150719482
,26/12/2007,,,,,,,0.150719482
,27/12/2007,,,,,,,0.150719482
,28/12/2007,,,,,,,0.150719482
,31/12/2007,,,,,,,0.150719482
,02/01/2008,,,,,,,0.150719482
,03/01/2008,,,,,,,0.150719482
,04/01/2008,,,,,,,0.150719482
,07/01/2008,,,,,,,0.150719482
,08/01/2008,,,,,,,0.150719482
,09/01/2008,,,,,,,0.150719482
,10/01/2008,,,,,,,0.150719482
,11/01/2008,,,,,,,0.150719482
,14/01/2008,,,,,,,0.150719482
